vuosi;aluejakotunniste;aluejakoselite;lukumäärä;ka_pinta_ala_m2;mediaanihinta_eur;keskihinta_eur;rantatyyppi
2016;576;Padasjoki;10;5447;85500;101100;ranta
2016;16;Asikkala;19;5032;130000;136047;ranta
2016;18;Askola;3;3600;70000;76333;ranta
2016;581;Parkano;6;4180;83250;82083;ranta
2016;46;Enonkoski;3;3113;55000;59833;ranta
2016;60;Finström;4;6475;85000;89000;ranta
2016;445;Parainen;14;6873;107500;116000;ranta
2016;593;Pieksämäki;19;4890;50000;72463;ranta
2016;65;Geta;3;9283;115000;110000;ranta
2016;595;Pielavesi;4;5890;34000;36500;ranta
2016;710;Raasepori;16;6777;225000;224063;ranta
2016;598;Pietarsaari;4;1410;86250;88625;ranta
2016;790;Sastamala;10;5645;93750;99450;ranta
2016;791;Siikalatva;3;7527;43000;44667;ranta
2016;76;Hammarland;4;5125;83250;91875;ranta
2016;608;Pomarkku;5;2584;90000;93400;ranta
2016;609;Pori;18;4599;86500;91222;ranta
2016;638;Porvoo;9;7472;200000;192667;ranta
2016;614;Posio;16;6704;40000;53438;ranta
2016;82;Hattula;4;2528;113001;138500;ranta
2016;615;Pudasjärvi;12;6428;42500;48375;ranta
2016;86;Hausjärvi;3;3150;80000;79667;ranta
2016;619;Punkalaidun;4;4187;64000;65625;ranta
2016;111;Heinola;19;4327;97200;93353;ranta
2016;620;Puolanka;3;6260;57000;83333;ranta
2016;630;Pyhäntä;3;2217;60000;63000;ranta
2016;635;Pälkäne;20;4395;131250;128960;ranta
2016;636;Pöytyä;3;4567;157000;156667;ranta
2016;108;Hämeenkyrö;4;2398;131000;126750;ranta
2016;109;Hämeenlinna;11;4160;128000;119455;ranta
2016;139;Ii;4;4780;75000;102400;ranta
2016;683;Ranua;6;6002;42500;49167;ranta
2016;140;Iisalmi;4;5333;66000;60500;ranta
2016;143;Ikaalinen;11;5246;117000;157856;ranta
2016;148;Inari;8;6481;64000;67938;ranta
2016;149;Inkoo;3;12933;300000;285833;ranta
2016;698;Rovaniemi;22;7725;37500;52182;ranta
2016;702;Ruovesi;16;6173;120000;132391;ranta
2016;171;Joroinen;3;2407;32000;33333;ranta
2016;707;Rääkkylä;4;8250;86500;92000;ranta
2016;176;Juuka;4;5290;65000;71500;ranta
2016;734;Salo;15;4644;123000;131820;ranta
2016;179;Jyväskylä;18;4563;89500;77986;ranta
2016;740;Savonlinna;6;3058;64000;60000;ranta
2016;182;Jämsä;12;5901;71500;83296;ranta
2016;742;Savukoski;3;7930;37800;42267;ranta
2016;743;Seinäjoki;4;1987;58750;58600;ranta
2016;205;Kajaani;4;3608;42250;42792;ranta
2016;749;Siilinjärvi;6;3528;87500;73833;ranta
2016;753;Sipoo;3;2442;40000;56667;ranta
2016;211;Kangasala;12;2933;110000;118425;ranta
2016;213;Kangasniemi;9;2988;55000;73556;ranta
2016;214;Kankaanpää;4;10182;58500;58250;ranta
2016;765;Sotkamo;6;9050;32500;38500;ranta
2016;224;Karkkila;3;5638;73000;98667;ranta
2016;230;Karvia;4;2110;56750;63375;ranta
2016;777;Suomussalmi;9;4322;38000;40889;ranta
2016;232;Kauhajoki;3;5183;26000;24333;ranta
2016;831;Taipalsaari;10;5304;101000;119150;ranta
2016;320;Kemijärvi;7;3766;29000;34143;ranta
2016;832;Taivalkoski;5;4410;26000;39200;ranta
2016;834;Tammela;9;3186;110500;124278;ranta
2016;249;Keuruu;9;4591;80000;76138;ranta
2016;250;Kihniö;4;5280;120917;136208;ranta
2016;848;Tohmajärvi;4;4800;49000;46500;ranta
2016;853;Turku;11;2436;145000;163455;ranta
2016;260;Kitee;11;5849;65000;60682;ranta
2016;261;Kittilä;4;9233;35500;43975;ranta
2016;263;Kiuruvesi;5;7902;30000;31680;ranta
2016;271;Kokemäki;4;4335;99000;91750;ranta
2016;887;Urjala;8;4302;90500;93063;ranta
2016;889;Utajärvi;7;4673;42000;57429;ranta
2016;785;Vaala;3;5775;74000;79667;ranta
2016;285;Kotka;4;2554;95500;92750;ranta
2016;286;Kouvola;9;3136;90000;79111;ranta
2016;290;Kuhmo;17;4191;46000;47735;ranta
2016;297;Kuopio;11;8768;70000;73318;ranta
2016;918;Vehmaa;3;5610;89000;89017;ranta
2016;300;Kuortane;3;2316;90000;99000;ranta
2016;304;Kustavi;4;4693;113000;111250;ranta
2016;927;Vihti;7;6671;172000;168143;ranta
2016;936;Virrat;5;5268;119000;161200;ranta
2016;400;Laitila;4;3802;108000;97250;ranta
2016;402;Lapinlahti;4;3635;57500;56250;ranta
2016;405;Lappeenranta;10;3404;73000;82951;ranta
2016;410;Laukaa;3;3627;37000;71667;ranta
2016;976;Ylitornio;4;3965;47250;48625;ranta
2016;980;Ylöjärvi;16;3538;132500;145488;ranta
2016;417;Lemland;4;8213;125000;140000;ranta
2016;989;Ähtäri;4;4578;78500;95500;ranta
2016;420;Leppävirta;7;3386;54000;55500;ranta
2016;422;Lieksa;6;3732;45000;50167;ranta
2016;444;Lohja;20;4603;107500;135675;ranta
2016;433;Loppi;4;4625;124000;126750;ranta
2016;20;Akaa;4;2212;80000;86250;ranta
2016;491;Mikkeli;12;4983;76500;79083;ranta
2016;505;Mäntsälä;3;3639;135000;142333;ranta
2017;562;Orivesi;16;4700;76750;86375;ranta
2017;564;Oulu;24;5001;43250;58458;ranta
2017;576;Padasjoki;7;4803;124000;118500;ranta
2017;16;Asikkala;15;5337;125000;173890;ranta
2017;581;Parkano;4;2280;56000;56750;ranta
2017;46;Enonkoski;3;2344;70000;74667;ranta
2017;47;Enontekiö;8;6256;27500;27938;ranta
2017;50;Eura;3;3032;42000;76333;ranta
2017;61;Forssa;4;4040;58000;69000;ranta
2017;445;Parainen;12;5260;162000;160125;ranta
2017;593;Pieksämäki;26;4545;55500;60788;ranta
2017;595;Pielavesi;3;4278;62000;49667;ranta
2017;710;Raasepori;10;7700;188500;220700;ranta
2017;790;Sastamala;13;4221;87500;105192;ranta
2017;608;Pomarkku;4;4927;69250;85875;ranta
2017;609;Pori;17;4533;68000;86955;ranta
2017;638;Porvoo;12;9126;232500;266250;ranta
2017;614;Posio;14;5801;44000;53036;ranta
2017;82;Hattula;6;2642;141500;159417;ranta
2017;615;Pudasjärvi;17;5621;36000;52000;ranta
2017;86;Hausjärvi;3;2573;75000;72500;ranta
2017;111;Heinola;17;4996;110000;118676;ranta
2017;620;Puolanka;3;3687;66500;61167;ranta
2017;98;Hollola;3;5978;75000;103167;ranta
2017;626;Pyhäjärvi;3;2663;30000;52667;ranta
2017;635;Pälkäne;21;5182;113000;110714;ranta
2017;636;Pöytyä;3;6433;129000;146000;ranta
2017;109;Hämeenlinna;10;3965;85000;96800;ranta
2017;139;Ii;3;5497;30000;34000;ranta
2017;683;Ranua;6;6203;27500;30083;ranta
2017;140;Iisalmi;4;7430;32500;53500;ranta
2017;684;Rauma;4;4358;49000;58250;ranta
2017;686;Rautalampi;4;5131;75000;75500;ranta
2017;143;Ikaalinen;8;5955;77500;104938;ranta
2017;148;Inari;6;10822;59500;114000;ranta
2017;149;Inkoo;3;10357;210000;188333;ranta
2017;697;Ristijärvi;3;3887;44000;41833;ranta
2017;698;Rovaniemi;37;5307;40000;52011;ranta
2017;702;Ruovesi;11;4887;120000;152727;ranta
2017;170;Jomala;3;2300;85000;81667;ranta
2017;707;Rääkkylä;5;2937;56000;51200;ranta
2017;732;Salla;4;7715;31500;34375;ranta
2017;734;Salo;25;5278;115000;124800;ranta
2017;736;Saltvik;4;8078;80500;107750;ranta
2017;179;Jyväskylä;3;2177;62000;60500;ranta
2017;946;Vöyri;3;4080;112500;91167;ranta
2017;182;Jämsä;12;6455;88000;89792;ranta
2017;740;Savonlinna;5;4814;94000;85800;ranta
2017;202;Kaarina;3;7050;170000;154000;ranta
2017;749;Siilinjärvi;4;5203;65500;61625;ranta
2017;211;Kangasala;4;6823;120250;113625;ranta
2017;213;Kangasniemi;11;5108;78000;75364;ranta
2017;758;Sodankylä;3;7270;65000;87667;ranta
2017;765;Sotkamo;3;6402;57000;50833;ranta
2017;224;Karkkila;4;2783;98500;100000;ranta
2017;777;Suomussalmi;5;6852;52000;65500;ranta
2017;778;Suonenjoki;3;5434;75000;62500;ranta
2017;831;Taipalsaari;12;4284;106000;107625;ranta
2017;832;Taivalkoski;8;6360;45500;50250;ranta
2017;320;Kemijärvi;7;5155;32500;38214;ranta
2017;834;Tammela;13;3272;90000;97538;ranta
2017;848;Tohmajärvi;6;3903;33500;48667;ranta
2017;853;Turku;7;2567;144500;134429;ranta
2017;260;Kitee;11;5578;56500;67045;ranta
2017;261;Kittilä;5;8874;37000;41100;ranta
2017;272;Kokkola;3;2707;45500;65833;ranta
2017;887;Urjala;5;3043;117000;101600;ranta
2017;889;Utajärvi;9;3897;32000;37667;ranta
2017;273;Kolari;4;5128;25000;24250;ranta
2017;890;Utsjoki;3;8697;55000;52667;ranta
2017;785;Vaala;5;2358;52000;57000;ranta
2017;285;Kotka;4;2390;103750;112625;ranta
2017;286;Kouvola;6;4423;96500;77667;ranta
2017;290;Kuhmo;8;5147;59250;58125;ranta
2017;297;Kuopio;12;5347;51250;54542;ranta
2017;300;Kuortane;4;2815;47500;60000;ranta
2017;304;Kustavi;9;4781;120000;150556;ranta
2017;927;Vihti;8;6616;168000;178063;ranta
2017;936;Virrat;4;5705;63500;79750;ranta
2017;941;Vårdö;3;11573;50000;53333;ranta
2017;400;Laitila;5;2274;80000;96000;ranta
2017;405;Lappeenranta;8;7339;48750;65188;ranta
2017;410;Laukaa;4;3135;60000;61250;ranta
2017;417;Lemland;3;5440;170000;158000;ranta
2017;980;Ylöjärvi;18;2828;115000;116806;ranta
2017;420;Leppävirta;8;2513;45000;49563;ranta
2017;989;Ähtäri;6;4680;88000;92667;ranta
2017;422;Lieksa;9;4819;52000;55333;ranta
2017;444;Lohja;37;5343;150000;151730;ranta
2017;433;Loppi;4;4595;113000;96250;ranta
2017;434;Loviisa;4;4779;116000;106000;ranta
2017;440;Luoto;3;1363;115000;91383;ranta
2017;20;Akaa;8;4733;112500;116875;ranta
2017;491;Mikkeli;10;3268;51500;56600;ranta
2017;505;Mäntsälä;3;2207;130000;121667;ranta
2017;507;Mäntyharju;4;8095;72500;123500;ranta
2017;541;Nurmes;5;5016;29000;27880;ranta
2018;5;Alajärvi;3;4371;39000;51333;ranta
2018;562;Orivesi;18;4585;78500;97056;ranta
2018;10;Alavus;5;5808;70000;59600;ranta
2018;564;Oulu;14;3504;42000;65036;ranta
2018;576;Padasjoki;5;5336;120000;116000;ranta
2018;16;Asikkala;13;3338;115000;118308;ranta
2018;581;Parkano;4;4570;72000;71750;ranta
2018;854;Pello;4;5214;54000;53000;ranta
2018;50;Eura;5;2764;103000;105700;ranta
2018;60;Finström;4;2838;66500;72500;ranta
2018;61;Forssa;4;3467;65000;73250;ranta
2018;593;Pieksämäki;13;5508;60000;58731;ranta
2018;62;Föglö;6;5445;94500;108333;ranta
2018;445;Parainen;12;6494;100000;116792;ranta
2018;595;Pielavesi;9;7047;30000;65944;ranta
2018;710;Raasepori;12;7622;181500;188583;ranta
2018;790;Sastamala;18;4090;63000;72111;ranta
2018;601;Pihtipudas;3;3125;57000;52667;ranta
2018;608;Pomarkku;7;3056;85000;93429;ranta
2018;609;Pori;23;4896;65000;78543;ranta
2018;638;Porvoo;11;8769;196000;206327;ranta
2018;82;Hattula;5;4904;138000;129200;ranta
2018;614;Posio;18;5779;36000;43011;ranta
2018;615;Pudasjärvi;20;4481;48000;45688;ranta
2018;86;Hausjärvi;3;2040;125000;108667;ranta
2018;111;Heinola;15;5517;105000;119973;ranta
2018;620;Puolanka;4;5444;31500;32250;ranta
2018;635;Pälkäne;17;5497;130000;131294;ranta
2018;636;Pöytyä;3;8913;129000;121000;ranta
2018;108;Hämeenkyrö;4;8618;112500;105500;ranta
2018;109;Hämeenlinna;15;4333;115000;111073;ranta
2018;139;Ii;5;6644;25000;24300;ranta
2018;683;Ranua;3;6800;26000;35333;ranta
2018;684;Rauma;8;6068;71000;66575;ranta
2018;686;Rautalampi;3;2000;85000;74667;ranta
2018;143;Ikaalinen;15;3414;90000;90337;ranta
2018;146;Ilomantsi;4;3860;44750;49250;ranta
2018;148;Inari;8;10578;42500;48630;ranta
2018;697;Ristijärvi;5;4466;38500;48900;ranta
2018;698;Rovaniemi;22;5808;43000;57614;ranta
2018;702;Ruovesi;4;4698;87740;80370;ranta
2018;172;Joutsa;3;3883;70500;70500;ranta
2018;707;Rääkkylä;3;3268;56000;50000;ranta
2018;729;Saarijärvi;3;3519;60000;54667;ranta
2018;732;Salla;4;9286;33500;42250;ranta
2018;176;Juuka;6;5114;63000;62717;ranta
2018;734;Salo;14;3312;110750;116643;ranta
2018;736;Saltvik;3;8750;80000;71667;ranta
2018;740;Savonlinna;12;6035;38500;53796;ranta
2018;182;Jämsä;16;4403;61000;68031;ranta
2018;742;Savukoski;3;11033;44000;94667;ranta
2018;204;Kaavi;3;4423;27500;31833;ranta
2018;205;Kajaani;3;2667;38000;48333;ranta
2018;211;Kangasala;9;3681;112000;94011;ranta
2018;758;Sodankylä;4;2465;27500;32000;ranta
2018;213;Kangasniemi;15;4310;56000;59667;ranta
2018;214;Kankaanpää;4;6480;46000;44625;ranta
2018;762;Sonkajärvi;4;6900;39200;35600;ranta
2018;765;Sotkamo;5;5234;35000;36200;ranta
2018;768;Sulkava;4;7113;67500;63000;ranta
2018;224;Karkkila;4;9733;127500;143500;ranta
2018;226;Karstula;3;7100;80000;67500;ranta
2018;777;Suomussalmi;6;3358;42000;38833;ranta
2018;831;Taipalsaari;12;3782;133000;142050;ranta
2018;832;Taivalkoski;9;8152;52000;60667;ranta
2018;320;Kemijärvi;5;2862;24000;24700;ranta
2018;241;Keminmaa;5;5898;47000;64600;ranta
2018;834;Tammela;8;5645;134500;134375;ranta
2018;249;Keuruu;6;4605;86500;99500;ranta
2018;250;Kihniö;4;4276;102500;100500;ranta
2018;848;Tohmajärvi;5;5224;40000;38400;ranta
2018;853;Turku;5;6302;135000;148100;ranta
2018;260;Kitee;6;3191;52500;65083;ranta
2018;261;Kittilä;7;8081;47000;90349;ranta
2018;271;Kokemäki;3;3158;81000;85333;ranta
2018;887;Urjala;10;5645;107750;101300;ranta
2018;889;Utajärvi;11;4450;39000;56273;ranta
2018;286;Kouvola;7;4297;54000;72643;ranta
2018;290;Kuhmo;22;4899;38500;43614;ranta
2018;918;Vehmaa;3;3023;125000;117667;ranta
2018;297;Kuopio;11;5654;46000;58400;ranta
2018;304;Kustavi;8;4340;118000;137000;ranta
2018;927;Vihti;11;3743;150000;148909;ranta
2018;936;Virrat;5;3534;69000;92600;ranta
2018;400;Laitila;6;3910;87500;104083;ranta
2018;405;Lappeenranta;4;3417;54000;50750;ranta
2018;410;Laukaa;4;4555;73500;75500;ranta
2018;976;Ylitornio;6;6398;32500;41167;ranta
2018;417;Lemland;5;9659;113122;153624;ranta
2018;980;Ylöjärvi;13;4226;107000;130038;ranta
2018;420;Leppävirta;12;5396;75000;70583;ranta
2018;422;Lieksa;3;7255;110000;86000;ranta
2018;444;Lohja;40;5180;137500;145060;ranta
2018;433;Loppi;11;4900;95000;122955;ranta
2018;434;Loviisa;3;7336;140000;144667;ranta
2018;491;Mikkeli;18;4812;52500;64389;ranta
2018;499;Mustasaari;3;8867;60000;110667;ranta
2018;541;Nurmes;6;3097;30000;32417;ranta
2019;848;Tohmajärvi;9;7865;48000;53556;ranta
2019;5;Alajärvi;3;5247;58000;69000;ranta
2019;562;Orivesi;13;4365;70000;90538;ranta
2019;853;Turku;8;3662;152000;154000;ranta
2019;10;Alavus;4;3033;58500;69250;ranta
2019;260;Kitee;3;8137;125500;109500;ranta
2019;576;Padasjoki;8;3500;61500;78063;ranta
2019;261;Kittilä;10;7035;38500;52170;ranta
2019;16;Asikkala;14;5420;114000;152143;ranta
2019;18;Askola;6;4680;172500;170000;ranta
2019;271;Kokemäki;6;3145;56000;66583;ranta
2019;581;Parkano;4;5283;65000;64250;ranta
2019;887;Urjala;8;3001;114250;117125;ranta
2019;889;Utajärvi;7;2971;44000;54786;ranta
2019;890;Utsjoki;3;6293;127000;129667;ranta
2019;854;Pello;4;5160;55000;53750;ranta
2019;46;Enonkoski;3;6217;70000;69500;ranta
2019;47;Enontekiö;5;5108;36000;44200;ranta
2019;895;Uusikaupunki;3;6077;25700;54567;ranta
2019;785;Vaala;6;3234;55000;64667;ranta
2019;905;Vaasa;3;6417;135000;286667;ranta
2019;285;Kotka;3;3760;75000;71333;ranta
2019;286;Kouvola;6;3650;60000;67833;ranta
2019;322;Kemiönsaari;3;4347;146000;161000;ranta
2019;61;Forssa;3;3167;117965;110988;ranta
2019;593;Pieksämäki;18;3558;43000;51000;ranta
2019;445;Parainen;5;6359;129000;129000;ranta
2019;62;Föglö;3;3160;150000;161667;ranta
2019;595;Pielavesi;4;6440;54000;47875;ranta
2019;290;Kuhmo;19;6529;37000;44921;ranta
2019;710;Raasepori;17;7602;185000;189088;ranta
2019;790;Sastamala;6;6276;64000;75667;ranta
2019;918;Vehmaa;5;5667;75000;71600;ranta
2019;297;Kuopio;13;4940;56000;55462;ranta
2019;76;Hammarland;3;3600;75000;81667;ranta
2019;608;Pomarkku;4;2488;72500;71750;ranta
2019;609;Pori;18;3868;112500;113611;ranta
2019;638;Porvoo;6;8468;197750;200917;ranta
2019;304;Kustavi;5;6764;157000;142800;ranta
2019;82;Hattula;5;5446;56000;73300;ranta
2019;614;Posio;10;4004;41000;51500;ranta
2019;615;Pudasjärvi;12;3527;37050;39874;ranta
2019;927;Vihti;6;3490;137500;158583;ranta
2019;86;Hausjärvi;5;3122;80000;98000;ranta
2019;111;Heinola;16;4232;110000;108461;ranta
2019;620;Puolanka;5;4423;45000;39550;ranta
2019;400;Laitila;4;3757;86000;75250;ranta
2019;105;Hyrynsalmi;4;4438;56500;64500;ranta
2019;635;Pälkäne;22;5009;105500;121505;ranta
2019;402;Lapinlahti;3;3767;26000;30333;ranta
2019;636;Pöytyä;6;2792;70250;70417;ranta
2019;405;Lappeenranta;9;5110;54000;54222;ranta
2019;408;Lapua;3;2867;29000;28500;ranta
2019;109;Hämeenlinna;10;3545;77500;86300;ranta
2019;681;Rantasalmi;3;6400;57000;45133;ranta
2019;410;Laukaa;5;5360;75000;83800;ranta
2019;976;Ylitornio;3;8073;38000;45167;ranta
2019;140;Iisalmi;7;3397;34000;32214;ranta
2019;684;Rauma;5;3754;122000;99200;ranta
2019;143;Ikaalinen;11;4865;70000;74045;ranta
2019;417;Lemland;7;7383;169500;182071;ranta
2019;980;Ylöjärvi;21;4275;82000;118452;ranta
2019;148;Inari;11;9261;81000;78091;ranta
2019;420;Leppävirta;9;4692;45000;70235;ranta
2019;697;Ristijärvi;4;9719;21500;32250;ranta
2019;422;Lieksa;13;4686;40000;37692;ranta
2019;698;Rovaniemi;16;5978;44000;44313;ranta
2019;444;Lohja;39;4984;125000;139169;ranta
2019;433;Loppi;3;6242;132000;142333;ranta
2019;707;Rääkkylä;9;6133;82000;117667;ranta
2019;176;Juuka;5;6755;28000;28280;ranta
2019;734;Salo;10;6532;115000;140900;ranta
2019;946;Vöyri;4;4486;80000;85000;ranta
2019;182;Jämsä;8;3887;67000;79500;ranta
2019;740;Savonlinna;7;7736;55000;58929;ranta
2019;742;Savukoski;4;9043;32500;34250;ranta
2019;204;Kaavi;4;2616;26000;38625;ranta
2019;205;Kajaani;5;5732;30000;30000;ranta
2019;749;Siilinjärvi;6;2462;61000;59500;ranta
2019;211;Kangasala;8;2518;114000;102500;ranta
2019;758;Sodankylä;3;2927;39500;33400;ranta
2019;213;Kangasniemi;9;6937;87000;103294;ranta
2019;491;Mikkeli;15;5973;75000;75933;ranta
2019;765;Sotkamo;3;4293;60000;51833;ranta
2019;768;Sulkava;4;7788;38000;39000;ranta
2019;498;Muonio;3;5900;35000;35000;ranta
2019;503;Mynämäki;3;5563;30000;39500;ranta
2019;777;Suomussalmi;7;8589;36000;54929;ranta
2019;778;Suonenjoki;7;4184;67500;66643;ranta
2019;783;Säkylä;3;6163;96000;92000;ranta
2019;831;Taipalsaari;15;3157;80000;102400;ranta
2019;832;Taivalkoski;10;6388;46500;44660;ranta
2019;834;Tammela;11;3371;90000;93455;ranta
2019;541;Nurmes;3;7380;23500;24000;ranta
2019;249;Keuruu;7;2647;85000;100929;ranta
2019;250;Kihniö;6;7754;117500;105000;ranta
2020;562;Orivesi;37;4782;85000;98616;ranta
2020;563;Oulainen;3;6328;30000;45333;ranta
2020;564;Oulu;6;3463;40500;46667;ranta
2020;10;Alavus;7;4278;41000;52000;ranta
2020;576;Padasjoki;7;3676;101000;114929;ranta
2020;16;Asikkala;17;3298;135000;129734;ranta
2020;18;Askola;3;3800;145000;139000;ranta
2020;581;Parkano;16;4486;64000;65219;ranta
2020;854;Pello;7;3483;25000;35929;ranta
2020;47;Enontekiö;6;5810;25000;29667;ranta
2020;50;Eura;5;5858;115000;118400;ranta
2020;60;Finström;3;6407;60000;58000;ranta
2020;61;Forssa;3;4493;65000;64000;ranta
2020;593;Pieksämäki;21;5869;52000;71226;ranta
2020;62;Föglö;6;5873;90500;109167;ranta
2020;445;Parainen;17;5989;196500;193382;ranta
2020;595;Pielavesi;8;5070;34250;41688;ranta
2020;710;Raasepori;13;8055;173000;225077;ranta
2020;598;Pietarsaari;4;1947;81000;76125;ranta
2020;790;Sastamala;21;4607;74500;85976;ranta
2020;601;Pihtipudas;3;3517;55000;52767;ranta
2020;791;Siikalatva;8;4879;48500;49613;ranta
2020;608;Pomarkku;4;1705;71250;73375;ranta
2020;609;Pori;36;5044;90000;103597;ranta
2020;638;Porvoo;8;7428;306500;273750;ranta
2020;82;Hattula;6;3137;98500;102750;ranta
2020;614;Posio;20;6101;40000;45125;ranta
2020;615;Pudasjärvi;22;5791;47000;50295;ranta
2020;619;Punkalaidun;6;2862;77250;107083;ranta
2020;111;Heinola;31;5664;92000;104726;ranta
2020;620;Puolanka;10;3906;50750;55600;ranta
2020;97;Hirvensalmi;3;3337;85000;86333;ranta
2020;626;Pyhäjärvi;5;2259;45000;44556;ranta
2020;635;Pälkäne;26;3720;119000;128923;ranta
2020;105;Hyrynsalmi;8;6826;39500;38000;ranta
2020;108;Hämeenkyrö;4;3651;152750;140125;ranta
2020;109;Hämeenlinna;12;5639;135000;139333;ranta
2020;139;Ii;6;5018;57000;53583;ranta
2020;684;Rauma;3;3087;90000;75000;ranta
2020;143;Ikaalinen;19;4058;74000;80895;ranta
2020;686;Rautalampi;6;3448;43500;58000;ranta
2020;687;Rautavaara;3;12642;48000;71167;ranta
2020;146;Ilomantsi;3;4363;30000;33833;ranta
2020;148;Inari;11;6704;50000;55727;ranta
2020;697;Ristijärvi;3;3067;47500;49500;ranta
2020;698;Rovaniemi;17;6489;55000;50450;ranta
2020;702;Ruovesi;3;8083;99000;135333;ranta
2020;707;Rääkkylä;8;4838;67000;73875;ranta
2020;176;Juuka;11;7968;38000;40682;ranta
2020;732;Salla;3;7193;20000;21500;ranta
2020;734;Salo;3;5342;137000;182333;ranta
2020;946;Vöyri;3;6082;136000;146667;ranta
2020;182;Jämsä;21;5147;91000;90857;ranta
2020;740;Savonlinna;12;4646;39500;44625;ranta
2020;742;Savukoski;4;5516;37850;37675;ranta
2020;204;Kaavi;5;6274;33000;39300;ranta
2020;749;Siilinjärvi;3;2927;53000;55333;ranta
2020;211;Kangasala;12;3575;107500;102583;ranta
2020;213;Kangasniemi;16;5679;82000;86931;ranta
2020;758;Sodankylä;3;6900;20500;20167;ranta
2020;762;Sonkajärvi;4;4053;45000;45000;ranta
2020;765;Sotkamo;8;5708;45000;45819;ranta
2020;768;Sulkava;5;3299;42000;74600;ranta
2020;224;Karkkila;4;5958;108750;104375;ranta
2020;226;Karstula;6;3182;45500;46667;ranta
2020;777;Suomussalmi;14;8230;26750;40429;ranta
2020;831;Taipalsaari;11;5352;120000;132455;ranta
2020;832;Taivalkoski;8;4888;46500;52713;ranta
2020;320;Kemijärvi;8;7000;32000;46225;ranta
2020;241;Keminmaa;4;5245;41500;72250;ranta
2020;834;Tammela;23;3583;90000;102217;ranta
2020;249;Keuruu;9;4164;50000;61333;ranta
2020;250;Kihniö;8;5172;57500;66250;ranta
2020;848;Tohmajärvi;3;5563;50000;46667;ranta
2020;849;Toholampi;3;12147;29500;32833;ranta
2020;260;Kitee;7;6106;41000;43257;ranta
2020;261;Kittilä;8;4764;40500;49438;ranta
2020;887;Urjala;8;3623;43500;67125;ranta
2020;889;Utajärvi;6;5710;21500;36150;ranta
2020;286;Kouvola;13;4020;66000;70846;ranta
2020;908;Valkeakoski;3;3466;77000;79000;ranta
2020;290;Kuhmo;18;5989;40000;48806;ranta
2020;918;Vehmaa;4;3345;80500;78250;ranta
2020;297;Kuopio;15;4419;46500;57513;ranta
2020;304;Kustavi;14;6924;150000;143250;ranta
2020;925;Vieremä;5;6752;25000;29160;ranta
2020;935;Virolahti;3;8097;59000;53333;ranta
2020;936;Virrat;15;6303;53000;71400;ranta
2020;400;Laitila;4;5298;105000;123250;ranta
2020;402;Lapinlahti;4;5850;31000;38750;ranta
2020;405;Lappeenranta;12;5657;59000;74513;ranta
2020;410;Laukaa;8;4034;56900;65100;ranta
2020;976;Ylitornio;6;7898;42500;48333;ranta
2020;980;Ylöjärvi;14;4324;115000;120643;ranta
2020;420;Leppävirta;15;5287;59000;64707;ranta
2020;989;Ähtäri;7;7055;73000;79857;ranta
2020;422;Lieksa;17;5582;37000;45988;ranta
2020;444;Lohja;53;3962;130000;146466;ranta
2020;433;Loppi;8;3657;102500;105500;ranta
2020;438;Lumparland;4;3959;90250;88875;ranta
2020;20;Akaa;9;3747;96000;127889;ranta
2020;491;Mikkeli;38;5034;70000;81895;ranta
2020;494;Muhos;4;3759;71000;70000;ranta
2020;498;Muonio;5;3944;57800;59240;ranta
2020;499;Mustasaari;6;4736;82500;119000;ranta
2020;500;Muurame;5;5569;79000;88000;ranta
2020;503;Mynämäki;3;4333;68000;56500;ranta
2020;504;Myrskylä;4;4951;87400;86200;ranta
2020;505;Mäntsälä;5;4074;134000;126620;ranta
2020;529;Naantali;3;9439;127000;157333;ranta
2020;541;Nurmes;7;6280;30000;33429;ranta
2021;848;Tohmajärvi;9;3161;45000;76500;ranta
2021;5;Alajärvi;7;3254;101000;114257;ranta
2021;562;Orivesi;16;4337;123000;140909;ranta
2021;10;Alavus;4;3538;67500;63250;ranta
2021;260;Kitee;7;6760;55000;54214;ranta
2021;261;Kittilä;6;10930;40000;42250;ranta
2021;576;Padasjoki;5;5919;100000;100800;ranta
2021;16;Asikkala;21;4874;145000;148833;ranta
2021;578;Paltamo;5;8096;42500;59240;ranta
2021;263;Kiuruvesi;4;7695;37500;43500;ranta
2021;581;Parkano;9;3612;48000;50222;ranta
2021;271;Kokemäki;5;5170;85500;91500;ranta
2021;887;Urjala;7;4324;69000;79214;ranta
2021;889;Utajärvi;5;3952;45000;54200;ranta
2021;854;Pello;9;3827;35000;38811;ranta
2021;46;Enonkoski;5;5191;69000;78800;ranta
2021;286;Kouvola;4;5892;95350;84925;ranta
2021;61;Forssa;6;4106;89000;110000;ranta
2021;445;Parainen;14;7819;180000;212643;ranta
2021;593;Pieksämäki;12;5127;60000;96983;ranta
2021;290;Kuhmo;18;6469;63000;65944;ranta
2021;710;Raasepori;20;8250;282500;279700;ranta
2021;790;Sastamala;17;3084;71000;86559;ranta
2021;791;Siikalatva;6;6219;44000;43000;ranta
2021;297;Kuopio;21;4833;49960;58860;ranta
2021;608;Pomarkku;3;4041;35000;58333;ranta
2021;300;Kuortane;4;4230;84500;94625;ranta
2021;609;Pori;38;4570;84500;97526;ranta
2021;638;Porvoo;5;6188;295000;238500;ranta
